lambda_1,lambda_tv,r2,mse
1e-06,1e-05,-0.7455089983807928,1.9385176409135356
1e-06,1.2648552168552958e-05,-0.7248962363557496,1.9156256347133007
1e-06,1.5998587196060572e-05,-0.6970456330434462,1.8846954671340632
1e-06,2.0235896477251556e-05,-0.6753519199211779,1.8606029842975693
1e-06,2.559547922699533e-05,-0.6771035451972889,1.8625482945200669
1e-06,3.237457542817647e-05,-0.7167214938709068,1.9065469748315738
1e-06,4.094915062380427e-05,-0.6745291161429017,1.8596891994699472
1e-06,5.1794746792312125e-05,-0.6292064697879138,1.8093550278480701
1e-06,6.55128556859551e-05,-0.5671782163794516,1.74046803638661
1e-06,8.286427728546843e-05,-0.5383465840180752,1.7084483630416383
1e-06,0.00010481131341546853,-0.5123649684968008,1.6795938454916601
1e-06,0.00013257113655901095,-0.5322236535935811,1.7016483931457638
1e-06,0.00016768329368110083,-0.5530583523560084,1.7247868766090688
1e-06,0.00021209508879201905,-0.46997787832219506,1.6325198274678696
1e-06,0.0002682695795279727,-0.31973089427329526,1.4656593705220569
1e-06,0.000339322177189533,-0.21777229660024333,1.3524267601972957
1e-06,0.00042919342601287783,-0.14660066852138232,1.2733853707278664
1e-06,0.0005428675439323859,-0.21571070865294484,1.3501372133614784
1e-06,0.0006866488450042998,-0.1977968929804601,1.3302425879373767
1e-06,0.000868511373751353,-0.16418862499454345,1.2929181052611574
1e-06,0.0010985411419875584,-0.16531678896977242,1.2941710153119523
1e-06,0.0013894954943731374,-0.16287892625195943,1.2914635873416642
1e-06,0.001757510624854793,-0.17558453961001885,1.3055741165088428
1e-06,0.0022229964825261957,-0.24368473844215788,1.3812044552285412
1e-06,0.002811768697974231,-0.35919856267579453,1.50949115340885
1e-06,0.0035564803062231283,-0.4925845850378556,1.6576262576334655
1e-06,0.004498432668969444,-0.6482398788109127,1.8304930450064079
1e-06,0.005689866029018299,-0.7151310591832034,1.9047806787530697
1e-06,0.0071968567300115215,-0.7249982610147878,1.9157389406896876
1e-06,0.009102981779915217,-0.6759190961288368,1.8612328756845935
1e-06,0.011513953993264481,-0.6384695185456564,1.8196423328360039
1e-06,0.014563484775012445,-0.5973568442586927,1.773983648495595
1e-06,0.018420699693267165,-0.6126314872840974,1.790947276291769
1e-06,0.023299518105153717,-0.659147808131245,1.8426071122686891
1e-06,0.029470517025518096,-0.7032774944277216,1.8916164129672568
1e-06,0.037275937203149416,-0.7786374163887975,1.9753092144795543
1e-06,0.04714866363457394,-0.8150857512956979,2.015787802825128
1e-06,0.05963623316594643,-0.8676087465273143,2.074118497713872
1e-06,0.07543120063354623,-0.9396511849190503,2.1541269868401707
1e-06,0.09540954763499944,-1.028916577769599,2.2532628485999133
1e-06,0.1206792640639329,-1.0509097563183771,2.2776879100783227
1e-06,0.15264179671752334,-1.1261337160503833,2.3612297154171293
1e-06,0.19306977288832497,-1.149379444101342,2.3870458263306014
1e-06,0.244205309454865,-1.1422797781505567,2.3791611189455595
1e-06,0.30888435964774846,-1.1422797601879267,2.3791610989967222
1e-06,0.3906939937054621,-1.1422797396991626,2.3791610762424247
1e-06,0.49417133613238384,-1.1422798073447562,2.3791611513678905
1e-06,0.6250551925273976,-1.1422797787653716,2.3791611196283573
1e-06,0.7906043210907702,-1.1422797991642843,2.3791611422828676
1e-06,1.0,-1.1422797884143239,2.379161130344237
0.00505149494949495,1e-05,0.34276731031581176,0.729905812184136
0.00505149494949495,1.2648552168552958e-05,0.33906038798747384,0.7340226252934614
0.00505149494949495,1.5998587196060572e-05,0.2851374907675803,0.7939080155188328
0.00505149494949495,2.0235896477251556e-05,0.21234824948007347,0.8747458848368581
0.00505149494949495,2.559547922699533e-05,0.13866146425531012,0.9565805434911062
0.00505149494949495,3.237457542817647e-05,0.09479990455328746,1.0052920696529462
0.00505149494949495,4.094915062380427e-05,0.0651198358370515,1.0382539947093747
0.00505149494949495,5.1794746792312125e-05,0.04885387394706586,1.0563185558771573
0.00505149494949495,6.55128556859551e-05,0.002540166988949877,1.1077533740520802
0.00505149494949495,8.286427728546843e-05,-0.048605341803340085,1.1645542677394372
0.00505149494949495,0.00010481131341546853,-0.06797965583790178,1.1860708852827648
0.00505149494949495,0.00013257113655901095,-0.0733431129694333,1.1920274035679197
0.00505149494949495,0.00016768329368110083,-0.06824752360948705,1.1863683723774356
0.00505149494949495,0.00021209508879201905,-0.0811179319302553,1.2006619186145011
0.00505149494949495,0.0002682695795279727,-0.10571193092513353,1.2279753847475359
0.00505149494949495,0.000339322177189533,-0.13804553503015615,1.2638842583254117
0.00505149494949495,0.00042919342601287783,-0.12330995640843545,1.2475193016659087
0.00505149494949495,0.0005428675439323859,-0.1484917786929818,1.2754855893070645
0.00505149494949495,0.0006866488450042998,-0.13139435054308013,1.2564976229811498
0.00505149494949495,0.000868511373751353,-0.1381352696021958,1.2639839152455767
0.00505149494949495,0.0010985411419875584,-0.21081859587978968,1.3447041580630545
0.00505149494949495,0.0013894954943731374,-0.2580208507372259,1.3971257748046
0.00505149494949495,0.001757510624854793,-0.2767623376814421,1.4179395907700378
0.00505149494949495,0.0022229964825261957,-0.23907630356544796,1.3760864453450112
0.00505149494949495,0.002811768697974231,-0.254419286688806,1.3931259699057317
0.00505149494949495,0.0035564803062231283,-0.24315094857250563,1.3806116418544356
0.00505149494949495,0.004498432668969444,-0.24065575264286387,1.3778405410857582
0.00505149494949495,0.005689866029018299,-0.3272288448353078,1.4739864026076217
0.00505149494949495,0.0071968567300115215,-0.3860512558662006,1.5393130675347175
0.00505149494949495,0.009102981779915217,-0.43939334102211913,1.5985534227398654
0.00505149494949495,0.011513953993264481,-0.47700930686903975,1.6403287521377083
0.00505149494949495,0.014563484775012445,-0.5231707358264326,1.6915944542605237
0.00505149494949495,0.018420699693267165,-0.5655705208379576,1.7386825708454439
0.00505149494949495,0.023299518105153717,-0.616746590343582,1.7955174044792421
0.00505149494949495,0.029470517025518096,-0.6394639317203115,1.8207467026692237
0.00505149494949495,0.037275937203149416,-0.6722281773650027,1.8571338357246114
0.00505149494949495,0.04714866363457394,-0.706513368934891,1.8952100924164887
0.00505149494949495,0.05963623316594643,-0.7567947126079162,1.9510512664290052
0.00505149494949495,0.07543120063354623,-0.8202668037951135,2.021541747192034
0.00505149494949495,0.09540954763499944,-0.9517055472647051,2.1675142532929317
0.00505149494949495,0.1206792640639329,-0.9842487093804566,2.2036558566367206
0.00505149494949495,0.15264179671752334,-1.0236383444215962,2.2474009776685957
0.00505149494949495,0.19306977288832497,-1.0547917367039874,2.281999138187812
0.00505149494949495,0.244205309454865,-1.0532256168619978,2.280259845554948
0.00505149494949495,0.30888435964774846,-1.053225553049077,2.2802597746859505
0.00505149494949495,0.3906939937054621,-1.053225642072956,2.2802598735535935
0.00505149494949495,0.49417133613238384,-1.0532258347256414,2.2802600875087373
0.00505149494949495,0.6250551925273976,-1.053225580344789,2.2802598049998704
0.00505149494949495,0.7906043210907702,-1.0532255619501134,2.2802597845712143
0.00505149494949495,1.0,-1.0532252834225577,2.280259475245636
0.010101989898989899,1e-05,0.32907552013095576,0.7451115641073008
0.010101989898989899,1.2648552168552958e-05,0.32566041549130254,0.7489042919566987
0.010101989898989899,1.5998587196060572e-05,0.3256692094669422,0.7488945255923161
0.010101989898989899,2.0235896477251556e-05,0.323551937675175,0.7512459134813254
0.010101989898989899,2.559547922699533e-05,0.31150810406452345,0.7646214869903324
0.010101989898989899,3.237457542817647e-05,0.27329067377186567,0.8070647874152657
0.010101989898989899,4.094915062380427e-05,0.2315853836904247,0.8533816156970369
0.010101989898989899,5.1794746792312125e-05,0.11915259864797245,0.9782465905691318
0.010101989898989899,6.55128556859551e-05,0.04839847547610232,1.0568243097692465
0.010101989898989899,8.286427728546843e-05,0.042113044404189726,1.0638047487271387
0.010101989898989899,0.00010481131341546853,0.022502396363124788,1.0855838327723173
0.010101989898989899,0.00013257113655901095,-0.005733437970541155,1.116941828069104
0.010101989898989899,0.00016768329368110083,-0.018349238422233904,1.1309526133200178
0.010101989898989899,0.00021209508879201905,-0.03976565473981175,1.1547371374188824
0.010101989898989899,0.0002682695795279727,-0.058434952076894975,1.1754707814533552
